gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargesPerMonth,ChargeDiff,ChargeDiffPerc,tenure_group,NumServices,HasInternet,ChurnFlag,gender_Male
Male,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.85,4564.9,No,99.23695652173912,17.800000000000182,0.0038993187145392413,24-48,5,1,0,1
Male,0,1,1,0,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,2283.3004408418656,No,25.75,2283.3004408418656,1.0,0-12,2,0,0,1
Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.95,171.15,Yes,85.575,9.25,0.05404615834063687,0-12,2,1,1,1
Female,0,1,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,1012.4,No,19.46923076923077,-6.800000000000068,-0.006716712761754315,48+,1,0,0,0
Female,1,0,0,13,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.3,940.35,Yes,72.33461538461539,-25.549999999999955,-0.02717073430105807,12-24,2,1,1,0
Female,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,Yes,95.24545454545455,61.0,0.05822277369475995,0-12,3,1,1,0
Male,0,0,0,32,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),87.65,2766.4,No,86.45,-38.40000000000009,-0.013880855986119177,24-48,4,1,0,1
Male,1,1,0,17,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),100.45,1622.45,Yes,95.43823529411765,-85.20000000000005,-0.052513174520016054,12-24,5,1,1,1
Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,1129.35,No,70.584375,-66.65000000000009,-0.059016248284411474,12-24,2,1,0,0
Female,0,0,0,51,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Bank transfer (automatic),107.45,5680.9,No,111.39019607843136,200.94999999999982,0.03537291626326811,48+,7,1,0,0
Male,0,0,0,29,1,0,DSL,0,0,1,1,1,1,One year,1,Bank transfer (automatic),75.35,2243.9,No,77.37586206896552,58.750000000000455,0.02618209367618898,24-48,5,1,0,1
Male,0,1,0,70,1,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),64.95,4523.25,No,64.61785714285715,-23.25,-0.005140109434587962,48+,5,1,0,1
Female,0,1,1,71,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Electronic check,100.45,7159.7,No,100.84084507042253,27.75,0.0038758607204212466,48+,6,1,0,0
Male,0,1,1,41,1,1,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),68.5,2839.95,No,69.2670731707317,31.449999999999818,0.011074138629201155,24-48,5,1,0,1
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,No,80.55,0.0,0.0,0-12,2,1,0,1
Female,0,1,0,7,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),81.25,580.1,No,82.87142857142858,11.350000000000023,0.019565592139286367,0-12,6,1,0,0
Male,0,1,1,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Electronic check,90.4,2178.6,Yes,87.14399999999999,-81.40000000000009,-0.037363444413843795,24-48,3,1,1,1
Male,0,1,1,67,1,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,89.55,6038.55,No,90.12761194029851,38.70000000000073,0.006408823310231881,48+,5,1,0,1
Male,0,1,1,5,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,55.7,259.4,No,51.879999999999995,-19.100000000000023,-0.0736314572089438,0-12,3,1,0,1
Male,0,0,1,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,324.15,No,21.61,-47.85000000000002,-0.14761684405367892,12-24,2,0,0,1
Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,417.65,No,20.8825,17.649999999999977,0.042260265772776195,12-24,1,0,0,0
Male,0,1,1,3,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,56.15,168.15,Yes,56.050000000000004,-0.29999999999998295,-0.0017841213202496756,0-12,3,1,1,1
Male,0,1,1,54,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,105.2,5637.85,No,104.40462962962964,-42.94999999999982,-0.00761815230983439,48+,6,1,0,1
Male,0,0,0,42,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.55,839.4,No,19.985714285714284,18.299999999999955,0.021801286633309453,24-48,1,0,0,1
Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.75,769.1,No,85.45555555555556,51.35000000000002,0.06676635027954755,0-12,2,1,0,0
Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,No,99.25396825396825,113.64999999999964,0.018175275867583503,48+,5,1,0,0
Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1641.8,No,23.794202898550726,-31.450000000000045,-0.019155804604702186,48+,2,0,0,0
Female,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.6,1678.05,No,24.319565217391304,-19.350000000000136,-0.011531241619737276,48+,2,0,0,0
Male,0,1,0,40,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,2058.5,No,51.4625,52.5,0.025504007772649988,24-48,2,1,0,1
Male,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,No,40.40833333333333,48.5,0.020004124561765313,48+,3,1,0,1
Female,0,0,0,4,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),94.4,387.2,Yes,96.8,9.599999999999966,0.02479338842975198,0-12,5,1,1,0
Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,No,88.64014084507042,-85.89999999999964,-0.013649111377702156,48+,8,1,0,0
Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.95,2839.65,Yes,76.7472972972973,-81.5,-0.028700720159174544,24-48,3,1,1,0
Male,0,1,0,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.85,3145.9,No,98.309375,-17.299999999999727,-0.0054992212085570825,24-48,5,1,0,1
Male,0,0,0,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),53.85,2200.7,No,56.42820512820512,100.54999999999973,0.04569000772481471,24-48,3,1,0,1
Female,0,0,0,38,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,24.25,914.4,No,24.063157894736843,-7.100000000000023,-0.00776465441819775,24-48,2,0,0,0
Male,0,0,0,52,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),89.45,4577.75,No,88.03365384615384,-73.65000000000055,-0.016088689858555084,48+,4,1,0,1
Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.25,4997.5,No,104.11458333333333,-54.5,-0.010905452726363181,24-48,6,1,0,0
Male,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.5,4144.8,No,59.21142857142858,-20.199999999999818,-0.004873576529627441,48+,5,1,0,1
Male,0,0,0,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,1493.55,No,74.6775,82.54999999999995,0.05527099862743126,12-24,1,1,0,1
Female,0,0,0,50,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),82.5,4179.1,No,83.58200000000001,54.100000000000364,0.0129453710128976,48+,7,1,0,0
Female,0,0,0,19,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,Yes,47.02894736842105,41.39999999999998,0.04633204633204631,12-24,2,1,1,0
Male,0,1,1,25,1,0,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),61.6,1611.0,No,64.44,71.0,0.04407200496585972,24-48,4,1,0,1
Male,0,0,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.05,593.05,No,49.42083333333333,4.4500000000000455,0.007503583171739391,0-12,2,1,0,1
Male,1,1,0,39,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.65,4284.8,Yes,109.86666666666667,164.44999999999982,0.038379854368931994,24-48,6,1,1,1
Male,0,0,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,74.65,544.55,Yes,77.79285714285713,21.999999999999886,0.04040033054815882,0-12,2,1,1,1
Female,0,1,1,23,1,0,DSL,1,1,1,1,0,0,One year,1,Mailed check,66.25,1533.8,No,66.68695652173913,10.049999999999955,0.006552353631503426,12-24,5,1,0,0
Male,0,0,0,27,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.4,529.8,No,19.62222222222222,6.0,0.011325028312570783,24-48,1,0,0,1
Male,1,0,0,47,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.05,3865.6,No,82.2468085106383,-178.75,-0.04624120447019868,24-48,3,1,0,1
Male,0,1,1,26,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.15,515.75,No,19.83653846153846,17.850000000000023,0.03460979156568109,24-48,1,0,0,1
Female,0,1,0,14,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),64.7,941.0,Yes,67.21428571428571,35.19999999999993,0.037407013815090255,12-24,4,1,1,0
Female,1,1,0,11,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.05,1133.65,Yes,103.05909090909091,-10.899999999999864,-0.009614960525735336,0-12,6,1,1,0
Male,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,48.35,No,24.175,9.850000000000001,0.20372285418821098,0-12,1,0,0,1
Female,0,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,No,79.6173076923077,-60.65000000000009,-0.029298809207507107,24-48,3,1,0,0
Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.65,8333.95,No,115.74930555555557,79.14999999999964,0.009497297200007155,48+,8,1,0,0
Female,0,1,1,63,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.0,1209.25,No,19.194444444444443,-50.75,-0.041968162083936326,48+,1,0,0,0
Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.8,1396.25,No,19.66549295774648,-9.549999999999955,-0.0068397493285586065,48+,1,0,0,1
Male,0,1,1,11,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),65.15,723.35,No,65.75909090909092,6.699999999999932,0.009262459390336533,0-12,4,1,0,1
Male,1,1,0,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,228.65,No,16.33214285714286,-46.44999999999996,-0.20314891755958872,12-24,1,0,0,1
Female,0,0,1,13,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.95,1161.75,No,89.36538461538461,5.399999999999864,0.00464816010329233,12-24,8,1,0,0
Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.2,98.35,No,16.391666666666666,-22.849999999999994,-0.2323335027961362,0-12,1,0,0,1
Male,1,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,775.3,No,70.48181818181818,-51.90000000000009,-0.06694182896943131,0-12,2,1,0,1
Male,0,1,0,18,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.8,1074.65,No,59.70277777777778,52.250000000000114,0.04862048108686559,12-24,3,1,0,1
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.55,35.55,Yes,35.55,0.0,0.0,0-12,1,1,1,1
Female,0,1,0,32,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.5,2324.7,No,72.646875,-91.30000000000018,-0.03927388480234017,24-48,2,1,0,0
Male,0,0,0,29,0,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,35.6,1072.6,No,36.98620689655172,40.19999999999982,0.03747902293492432,24-48,2,1,0,1
Female,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,60.25,170.5,No,56.833333333333336,-10.25,-0.060117302052785926,0-12,3,1,0,0
Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.15,196.9,Yes,98.45,6.599999999999994,0.03351955307262567,0-12,4,1,1,0
Male,0,1,1,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Mailed check,96.65,1162.85,Yes,89.44999999999999,-93.60000000000014,-0.08049189491335955,12-24,4,1,1,1
Female,0,0,0,41,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,40.35,1677.85,No,40.923170731707316,23.499999999999773,0.014006019608427317,24-48,2,1,0,0
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,18.85,18.85,No,18.85,0.0,0.0,0-12,1,0,0,0
Male,0,0,0,7,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,54.85,370.4,No,52.91428571428571,-13.550000000000011,-0.036582073434125305,0-12,2,1,0,1
Female,0,1,0,52,1,0,DSL,1,0,1,0,1,0,One year,1,Mailed check,64.3,3410.6,No,65.58846153846153,67.0,0.01964463730721867,48+,4,1,0,0
Female,0,1,1,45,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.65,1138.8,No,25.306666666666665,29.549999999999955,0.02594836670179132,24-48,2,0,0,0
Male,0,1,0,70,1,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),76.1,5264.25,No,75.20357142857142,-62.75,-0.011920026594481645,48+,6,1,0,1
Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,18.7,1005.7,No,18.975471698113207,14.600000000000136,0.014517251665506747,48+,1,0,0,0
Female,1,1,0,62,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),97.95,5936.55,No,95.7508064516129,-136.35000000000036,-0.022967885387977928,48+,5,1,0,0
Female,0,1,0,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.1,5475.9,No,91.265,-170.10000000000036,-0.031063386840519434,48+,5,1,0,0
Female,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.05,Yes,74.68333333333334,-17.150000000000006,-0.07654541397009598,0-12,2,1,1,0
Female,1,1,0,23,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,2326.05,No,101.13260869565218,138.75000000000045,0.05965048042819391,12-24,4,1,0,0
Male,0,0,1,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,31.35,31.35,Yes,31.35,0.0,0.0,0-12,1,1,1,1
Female,0,0,0,67,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),72.35,4991.5,No,74.5,144.05000000000018,0.0288590604026846,48+,5,1,0,0
Female,0,0,0,12,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.75,1052.4,Yes,87.7,-24.59999999999991,-0.02337514253135681,0-12,4,1,1,0
Female,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),82.7,5831.2,No,82.12957746478872,-40.5,-0.00694539717382357,48+,7,1,0,0
Male,0,0,0,25,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.9,510.8,No,20.432000000000002,13.300000000000068,0.02603758809710272,24-48,1,0,0,1
Female,0,0,0,5,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,53.8,283.95,No,56.79,14.949999999999989,0.05265011445677052,0-12,3,1,0,0
Male,0,0,0,26,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),51.55,1295.4,No,49.823076923076925,-44.899999999999864,-0.034661108537903246,24-48,2,1,0,1
Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,19.65,No,19.65,0.0,0.0,0-12,1,0,0,1
Male,1,0,0,70,0,0,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),44.05,3011.65,No,43.02357142857143,-71.84999999999991,-0.02385735394219113,48+,3,1,0,1
Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,114.0,8093.15,No,112.4048611111111,-114.85000000000036,-0.014191013387865091,48+,8,1,0,1
Male,0,1,0,60,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,94.4,5610.25,Yes,93.50416666666666,-53.75,-0.009580678222895593,48+,4,1,1,1
Female,1,1,1,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.4,3217.65,No,100.5515625,4.849999999999909,0.0015073112364613643,24-48,5,1,0,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.85,19.85,Yes,19.85,0.0,0.0,0-12,1,0,1,1
Female,0,0,0,14,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,54.25,773.2,No,55.228571428571435,13.700000000000045,0.017718572167615163,12-24,3,1,0,0
Female,0,0,0,13,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),80.0,1029.35,No,79.18076923076923,-10.650000000000091,-0.010346335065818325,12-24,3,1,0,0
Female,0,0,0,6,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),109.9,669.45,Yes,111.575,10.049999999999955,0.015012323549182095,0-12,7,1,1,0
Female,0,0,0,46,1,1,DSL,1,0,1,0,1,1,Two year,0,Mailed check,79.2,3593.8,No,78.12608695652175,-49.40000000000009,-0.013745895709277114,24-48,6,1,0,0
Male,0,0,0,15,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,101.35,1553.95,Yes,103.59666666666666,33.700000000000045,0.021686669455259208,12-24,5,1,1,1
Male,1,1,0,43,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,94.3,3953.15,No,91.93372093023255,-101.75,-0.025738967658702552,24-48,5,1,0,1
Male,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971.15,No,50.542307692307695,28.950000000000273,0.014686857925576578,24-48,2,1,0,1
Male,1,0,0,21,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),60.05,1236.15,Yes,58.86428571428572,-24.899999999999864,-0.020143186506491818,12-24,3,1,1,1
Male,0,0,0,57,0,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,53.75,3196.0,No,56.07017543859649,132.25,0.041379849812265335,48+,4,1,0,1
Female,0,1,0,53,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,93.45,4872.2,No,91.92830188679245,-80.65000000000055,-0.016553097163499148,48+,4,1,0,0
Male,0,1,1,18,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Mailed check,87.9,1500.5,No,83.36111111111111,-81.70000000000005,-0.05444851716094638,12-24,4,1,0,1
Female,0,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,60.15,60.15,Yes,60.15,0.0,0.0,0-12,3,1,1,0
Female,0,1,0,58,1,1,DSL,1,0,0,1,0,0,One year,1,Bank transfer (automatic),61.05,3478.75,No,59.97844827586207,-62.149999999999636,-0.01786561264822124,48+,4,1,0,0
Female,1,0,0,71,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),104.05,7413.55,No,104.41619718309859,26.0,0.003507091744171146,48+,5,1,0,0
Female,0,0,0,35,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,99.25,3532.0,No,100.91428571428571,58.25,0.0164920724801812,24-48,5,1,0,0
Male,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),85.7,256.75,No,85.58333333333333,-0.35000000000002274,-0.001363193768257148,0-12,3,1,0,1
Male,0,0,0,38,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,104.85,3887.25,No,102.29605263157895,-97.04999999999973,-0.024966235770789047,24-48,6,1,0,1
Male,0,1,1,35,1,1,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),69.15,2490.15,No,71.14714285714285,69.90000000000009,0.02807059815673758,24-48,6,1,0,1
Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,90.45,593.45,Yes,84.77857142857144,-39.69999999999993,-0.0668969584632234,0-12,4,1,1,1
Female,0,0,0,47,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,74.45,3510.3,No,74.6872340425532,11.150000000000091,0.0031763666923055266,24-48,5,1,0,0
Female,0,0,0,14,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.45,765.45,No,54.675000000000004,59.14999999999998,0.07727480566986736,12-24,2,1,0,0
Female,1,1,0,20,1,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,60.0,1259.35,No,62.967499999999994,59.34999999999991,0.0471274864017151,12-24,3,1,0,0
Male,0,1,0,66,1,1,DSL,1,1,0,1,1,1,Two year,0,Electronic check,85.25,5538.35,No,83.91439393939395,-88.14999999999964,-0.015916292758673546,48+,7,1,0,1
Male,0,1,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,340.85,No,22.723333333333336,49.10000000000002,0.1440516356168403,12-24,1,0,0,1
Female,0,0,0,42,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.75,844.45,No,20.10595238095238,-27.049999999999955,-0.03203268399549997,24-48,1,0,0,0
Female,0,1,0,17,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,78.9,1348.95,No,79.35000000000001,7.649999999999864,0.005671077504725797,12-24,3,1,0,0
Male,0,0,0,37,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),104.5,3778.0,No,102.10810810810811,-88.5,-0.023425092641609316,24-48,6,1,0,1
Female,0,0,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.4,611.65,No,50.97083333333333,18.850000000000023,0.03081827842720514,0-12,2,1,0,0
Male,0,1,0,53,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),94.25,4867.95,Yes,91.84811320754717,-127.30000000000018,-0.026150638359062887,48+,4,1,1,1
Female,0,0,0,60,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.0,1505.05,No,25.084166666666665,5.0499999999999545,0.0033553702534799205,48+,2,0,0,0
Male,0,1,1,18,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.55,467.85,No,25.991666666666667,7.949999999999989,0.01699262584161588,12-24,0,1,0,1
Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,74.9,Yes,74.9,0.0,0.0,0-12,2,1,1,1
Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,194.2,No,64.73333333333333,-16.25000000000003,-0.08367662203913506,0-12,1,1,0,0
Female,0,0,1,9,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),69.4,571.45,No,63.49444444444445,-53.14999999999998,-0.09300901216204388,0-12,4,1,0,0
Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.25,80.25,Yes,80.25,0.0,0.0,0-12,2,1,1,0
Male,0,1,0,56,1,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,93.15,5253.95,No,93.82053571428571,37.54999999999927,0.0071470036829431715,48+,5,1,0,1
Male,0,1,1,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.0,1149.65,Yes,67.62647058823529,-23.34999999999991,-0.020310529291523428,12-24,1,1,1,1
Female,0,1,1,11,1,1,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,66.35,740.8,Yes,67.34545454545454,10.950000000000045,0.014781317494600495,0-12,4,1,1,0
Male,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,521.35,No,74.47857142857143,34.50000000000006,0.06617435503980063,0-12,1,1,0,1
Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.2,1412.65,No,20.473188405797103,18.850000000000136,0.013343715711605943,48+,1,0,0,0
Male,0,0,0,19,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),86.0,1532.45,Yes,80.65526315789474,-101.54999999999995,-0.06626643609905704,12-24,3,1,1,1
Female,0,1,1,3,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.3,250.05,Yes,83.35000000000001,9.150000000000034,0.036592681463707394,0-12,2,1,1,0
Male,0,1,1,54,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.4,1090.6,No,20.196296296296296,-11.0,-0.010086191087474786,48+,1,0,0,1
Male,0,1,0,62,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),23.75,1446.8,No,23.335483870967742,-25.700000000000045,-0.017763339784351705,48+,2,0,0,1
Male,0,0,0,24,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),90.55,2282.55,Yes,95.10625,109.35000000000036,0.047906946178616176,12-24,4,1,1,1
Female,0,1,1,62,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),70.45,4300.45,No,69.36209677419355,-67.45000000000073,-0.015684405120394547,48+,4,1,0,0
Male,0,0,0,17,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),65.75,1111.2,No,65.36470588235295,-6.5499999999999545,-0.005894528437724941,12-24,4,1,0,1
Male,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.6,190.1,No,21.12222222222222,-31.30000000000001,-0.16465018411362448,0-12,0,1,0,1
Male,0,1,1,64,1,0,DSL,1,0,1,1,1,0,Two year,0,Mailed check,69.25,4447.75,No,69.49609375,15.75,0.0035411162947557753,48+,5,1,0,1
Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.9,143.35,Yes,71.675,-8.450000000000017,-0.05894663411231264,0-12,2,1,1,0
Male,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.85,Yes,45.85,0.0,0.0,0-12,1,1,1,1
Female,0,1,0,16,0,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,49.95,810.2,Yes,50.6375,11.0,0.013576894593927425,12-24,3,1,1,0
Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.65,1830.05,No,25.41736111111111,55.25,0.030190431955411056,48+,2,0,0,0
Male,0,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),90.4,2820.65,No,94.02166666666668,108.65000000000009,0.038519490188431774,24-48,5,1,0,1
